# step, loss_train, loss_test, metrics_test
0.000000000000000000e+00 1.332066655158996582e+00 8.829619598388671875e+01 4.829072189331054688e+01 1.105285525321960449e+00 1.582546904683113098e-02 3.353172360220924020e-05 2.589577436447143555e-01 1.660118865966796875e+01 4.877082824707031250e+01 2.927338480949401855e-01 3.978368826210498810e-03 1.033279346529525355e-07
1.000000000000000000e+03 8.597671985626220703e-04 1.388475793646648526e-04 6.201605719979852438e-05 1.822062185965478420e-04 6.481321179307997227e-05 9.705998991194064729e-07 8.202205644920468330e-04 1.359243469778448343e-04 6.112147821113467216e-05 1.768881484167650342e-04 1.185218661703402176e-05 6.155375653627004340e-10
2.000000000000000000e+03 1.867153332568705082e-04 6.354512879624962807e-05 2.190116538258735090e-05 8.584142051404342055e-05 1.980569686566013843e-05 1.039120320456277113e-06 1.801338221412152052e-04 6.128643144620582461e-05 2.202213909185957164e-05 8.473526395391672850e-05 8.198130672099068761e-06 6.066466773368972554e-10
3.000000000000000000e+03 6.085155109758488834e-05 4.995839844923466444e-05 2.965807289001531899e-05 5.378729474614374340e-05 1.296846039622323588e-05 1.115903728532430250e-06 5.780057108495384455e-05 4.566645293380133808e-05 1.957900894922204316e-05 4.575932689476758242e-05 8.924675057642161846e-06 7.995048512121627482e-10
4.000000000000000000e+03 3.054383341805078089e-05 3.866278348141349852e-05 7.650489351362921298e-06 4.119190271012485027e-05 1.262263140233699232e-05 1.105555725189333316e-06 2.965967178170103580e-05 3.674066465464420617e-05 7.662776624783873558e-06 4.061141953570768237e-05 9.001086255011614412e-06 8.228838721535680634e-10
5.000000000000000000e+03 2.192360807384829968e-05 3.626273610279895365e-05 6.658851361862616614e-06 3.546533116605132818e-05 1.218589386553503573e-05 1.081454229279188439e-06 2.132416557287797332e-05 3.441086664679460227e-05 6.671507890132488683e-06 3.495234705042093992e-05 9.095057976082898676e-06 8.584464250560586152e-10
6.000000000000000000e+03 1.366720971418544650e-05 3.354270302224904299e-05 5.465502908919006586e-06 2.791529368550982326e-05 1.158361919806338847e-05 1.033215880852367263e-06 1.333929867541883141e-05 3.178132828907109797e-05 5.481704192789038643e-06 2.749060695350635797e-05 9.082957149075809866e-06 9.005763912384168179e-10
7.000000000000000000e+03 7.630648724443744868e-06 3.099071909673511982e-05 4.134919890930177644e-06 1.939547109941486269e-05 1.069015434040920809e-05 9.580163577993516810e-07 7.501571872126078233e-06 2.934272197308018804e-05 4.155180249654222280e-06 1.907901423692237586e-05 8.772083674557507038e-06 9.350796803531125079e-10
8.000000000000000000e+03 4.774146418640157208e-06 2.894732824643142521e-05 2.962353619295754470e-06 1.177022750198375434e-05 9.505590242042671889e-06 8.737272310099797323e-07 4.755396730615757406e-06 2.704432699829339981e-05 2.926150955318007618e-06 1.124682876252336428e-05 8.112664545478764921e-06 9.486953445048129652e-10
9.000000000000000000e+03 3.158560957672307268e-06 2.908503483922686428e-05 1.956760115717770532e-06 6.905488135089399293e-06 8.363533197552897036e-06 8.066831469477619976e-07 3.148710902678431012e-06 2.749778286670334637e-05 1.957884478542837314e-06 6.803150881751207635e-06 7.397951321763684973e-06 9.455413119141553580e-10
1.000000000000000000e+04 9.303908882429823279e-06 5.484054418047890067e-05 2.556154504418373108e-05 1.055572283803485334e-05 7.616335096827242523e-06 7.709672331657202449e-07 9.266959750675596297e-06 3.118559106951579452e-05 2.336855686735361814e-05 4.897622147836955264e-06 6.964483873161952943e-06 9.374178100429730875e-10
1.100000000000000000e+04 2.220423994003795087e-06 3.204467066098004580e-05 1.408017578796716407e-05 8.306074960273690522e-06 7.157922937039984390e-06 7.565269584119960200e-07 2.229869323855382390e-06 2.940379999927245080e-05 1.366825108561897650e-05 6.946082066860981286e-06 6.721487352479016408e-06 9.272796974713060081e-10
1.200000000000000000e+04 2.010528305618208833e-06 2.945460437331348658e-05 2.581585931693552993e-06 3.830202331300824881e-06 6.878067779325647280e-06 7.523308909185288940e-07 1.977748070203233510e-06 1.557552423037122935e-05 2.280061835335800424e-06 3.836164978565648198e-06 6.556944299518363550e-06 9.245254006806646885e-10
1.300000000000000000e+04 1.974192173292976804e-06 5.412230530055239797e-05 1.072554709935502615e-06 2.439573336232570000e-06 6.540524282172555104e-06 7.533362236245011445e-07 1.775553982952260412e-06 1.702964436844922602e-05 9.902815918394480832e-07 2.357771791139384732e-06 6.253833817027043551e-06 9.290462288369383259e-10
1.400000000000000000e+04 1.725049060041783378e-06 7.310294222406810150e-06 8.229229706557816826e-07 2.055326149275060743e-06 6.471213055192492902e-06 7.526542162850091700e-07 1.741452024361933582e-06 7.169780019466998056e-06 8.302363312395755202e-07 2.055752474916516803e-06 6.178499461384490132e-06 9.291064029248730094e-10
1.500000000000000000e+04 1.654500465519959107e-06 6.815019787609344348e-06 7.909106898296158761e-07 1.965755018318304792e-06 6.387010216712951660e-06 7.535224426646891516e-07 1.670204824222309981e-06 6.690981081192148849e-06 7.978350708981452044e-07 1.967845946637680754e-06 6.086194844101555645e-06 9.304422232681019977e-10
1.600000000000000000e+04 1.557297082399600185e-06 6.125315394456265494e-06 7.470391096831008326e-07 1.834215936469263397e-06 6.250234036997426301e-06 7.542518005720921792e-07 1.572073074385116342e-06 6.020222372171701863e-06 7.534134738307329826e-07 1.838255116126674693e-06 5.936118668614653870e-06 9.331415640190243721e-10
1.700000000000000000e+04 1.431940631846373435e-06 5.235906883171992376e-06 6.872760991427639965e-07 1.655324012972414494e-06 6.027432391420006752e-06 7.537769306509289891e-07 1.445550992684729863e-06 5.154947302798973396e-06 6.928403308847919106e-07 1.661397277530340943e-06 5.693047569366171956e-06 9.380460852526084636e-10
1.800000000000000000e+04 1.284220388697576709e-06 4.318227183830458671e-06 6.090386364121513907e-07 1.442794768991007004e-06 5.682695245923241600e-06 7.490734788007102907e-07 1.296670347983308602e-06 4.151716893829870969e-06 6.141493145150889177e-07 1.447389195163850673e-06 5.322715878719463944e-06 9.460765504343271459e-10
1.900000000000000000e+04 1.286793349208892323e-06 3.478777443888247944e-06 7.174199936343939044e-07 1.103973431781923864e-06 5.237601726548746228e-06 7.358742095675552264e-07 1.299303789892292116e-06 3.336099325679242611e-06 7.003568498475942761e-07 1.088337285182205960e-06 4.853893187828361988e-06 9.569417480648212404e-10
2.000000000000000000e+04 1.054775680131569970e-06 3.829658908216515556e-06 4.472693149182305206e-07 1.041471023199846968e-06 4.722660833067493513e-06 7.095424052749876864e-07 1.055033521879522596e-06 3.115386562058120035e-06 4.404406013236439321e-07 1.051202730195655022e-06 4.312625605962239206e-06 9.695608760296181572e-10
2.100000000000000000e+04 8.192307063836778980e-07 3.144983566016890109e-06 7.741013519080297556e-07 1.289294800699281041e-06 4.104820163775002584e-06 6.734983912792813499e-07 8.269534532701072749e-07 2.532628514018142596e-06 7.236494070639309939e-07 1.278079025723855011e-06 3.629348839240265079e-06 9.861627070506528980e-10
2.200000000000000000e+04 7.360387712651572656e-07 2.036611476796679199e-06 3.163138728723424720e-07 7.342306957980326843e-07 3.311242380732437596e-06 6.331358122224628460e-07 7.405029691653908230e-07 1.961689804375055246e-06 3.164328177263087127e-07 7.369728223238780629e-07 2.751689180513494648e-06 1.008822247960949881e-09
2.300000000000000000e+04 5.999960421831929125e-07 1.532154556116438471e-06 2.668279250883642817e-07 6.068700031391927041e-07 2.506598093532375060e-06 5.869495680599357001e-07 6.046273028914583847e-07 1.524440904177026823e-06 2.682541264675819548e-07 6.085207928663294297e-07 1.975300619960762560e-06 1.033678920236980048e-09
2.400000000000000000e+04 8.750818778935354203e-06 4.572177567752078176e-05 9.476786544837523252e-06 1.359515226795338094e-05 3.036428552150027826e-06 2.245702290792905842e-07 8.714886462257709354e-06 4.345711931819096208e-05 9.502841749053914100e-06 1.328118014498613775e-05 2.505963948351563886e-06 1.107214542273027291e-09
